"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"1397","110080659","940","196288.02258905","551282.24799440","94","52201","N","20230114120003"
"1398","110080660","941","196460.30416137","551118.51177036","90","52201","N","20230113120005"
"1399","110082513","942","208713.58627381","555241.79389310","3-4","52201","N","20230211120001"
"1400","110080662","943","197109.62795614","550916.54284682","000294","52201","N","20230126120003"
"1401","110080665","944","199675.63366955","552277.15741490","4-46","52205","N","20230215120054"
"1402","110080666","945","199767.07905835","552206.80343036","4-47","52205","N","20230215120054"
"1403","110080668","947","198742.96950459","550922.04943104","000298","52201","N","20230204120010"
"1404","110080669","948","199753.78707717","552256.19295083","4-45","52205","N","20230215120054"
"1405","110080670","949","196640.04573592","551004.69228413","000283","52201","N","20230126120003"
"1406","110080671","950","196924.34577417","550795.82492670","000284","52201","N","20230126120003"
"1407","110082515","951","207957.51791285","554504.21602462","3-15","52201","N","20230207120026"
"1408","110080672","952","199699.53477957","552184.26973819","4-44","52205","N","20230215120054"
"1409","110080673","953","198200.31953736","550768.40288685","000286","52201","N","20221218120015"
"1410","110080677","955","199115.10922254","552961.37447432","3-02","52201","N","20230106120005"
"1411","110080679","957","197018.19280155","552606.04138867","2-36","52201","N","20230114120003"
"1412","110080680","958","199192.58633256","552127.96350829","3-05","52202","N","20230117120003"
"1413","110080681","959","197025.71786324","553988.00599185","2-06","52201","N","20230208120008"
"1414","110080682","960","199160.22349085","552204.41352113","3-03","52201","N","20230117120003"
"1415","110080683","961","197046.66189937","553880.59900635","2-08","52201","N","20230208120008"
"1416","110080685","963","196919.26877737","556213.62279921","5-32","52201","N","20230130120010"
"1417","110080686","964","198805.16094999","551109.87043437","000242","52201","N","20230207120026"
"1418","110080687","965","196347.89975623","551555.31022181","115","52201","N","20230129120013"
"1419","110080688","966","196458.76202803","551751.06817475","134","52201","N","20230210120006"
"1420","110080689","967","198828.65736733","552377.96655620","1-11","52205","N","20230129120013"
"1421","110080690","968","198756.35946582","552415.27920179","1-12","52201","N","20230129120013"
"1422","110080692","970","199023.99283922","553771.80676633","3-32","52201","N","20230215120054"
"1423","110080693","971","197089.56355136","551502.86160412","88","52201","N","20230208120008"
"1424","110080695","973","198442.28863842","553715.14617814","1-14","52201","N","20230105120006"
"1425","110080696","974","200483.29127678","553328.83121233","4-50","52201","N","20230207120026"
"1426","110080697","975","200040.31105188","552487.27342736","4-51","52201","N","20230214120039"
"1427","110080698","976","196879.33822630","553687.77782456","2-13","52201","N","20230208120008"
"1428","110080701","979","196928.27023908","551849.95375696","137","52201","N","20230207120026"
"1429","110080703","981","197196.81768774","554181.57391453","2-03","52201","N","20230208120008"
"1430","110080704","982","197075.50404764","554035.04237096","2-04","52201","N","20230208120008"
"1431","110080706","983","196013.14014239","557102.91506127","5-08","52201","N","20230214120039"
"1432","110080707","984","197072.76579924","553705.28208916","2-11","52201","N","20230208120008"
"1433","110080708","985","198096.03605047","551380.04345433","000329","52201","N","20230115120014"
"1434","110080709","986","198634.00032757","552845.58658820","1-16","52201","N","20230129120013"
"1435","110080711","988","196300.39007107","551044.83358249","96","52201","N","20230111120005"
"1436","110080713","989","198568.02956024","550933.00360388","000328","52201","N","20221218120015"
"1437","110080714","990","198633.86144163","551028.80585793","000330","52201","N","20230215120054"
"1438","110080715","991","195984.41456600","551818.37626193","118","52201","N","20230112120008"
"1439","110080716","992","198337.51697271","553469.87961079","1-18","52201","N","20230209120003"
"1440","110080717","993","195531.18127949","550968.30959654","103","52203","N","20230209120003"
"1441","110080719","995","199080.99959490","552924.98761837","3-27","52201","N","20230106120005"
"1442","110080721","997","198242.44558824","553789.12350475","1-20","52201","N","20230105120006"
"1443","110080722","998","199614.88770974","554511.08532463","4-52","52201","N","20230206120011"
"1444","110082426","999","211154.84232500","541197.43787075","000025","52201","N","20230212120018"
"1445","110082427","1000","213601.66030144","544690.51967025","000003","52201","N","20230217120025"
"1446","110082428","1001","210422.65037845","548640.12877110","000016","52201","N","20230209120003"
"1447","110082429","1002","213975.77806506","543598.68184750","000028","52201","N","20230215120054"
"1448","110082431","1004","213665.17823053","544545.53018717","000035","52201","N","20230217120025"
"1449","110082432","1005","210617.23898421","548271.09148759","000031","52201","N","20230209120003"
"1450","110080305","1314","208200.81878995","540037.55383405","000011","52201","N","20230204120010"
"1451","110080306","1315","207946.03829107","540034.05345642","000004","52201","N","20230204120010"
"1452","110080307","1316","201462.09703627","546304.58725172","000016","52201","N","20230216120041"
"1453","110080308","1317","201780.06109832","545090.73835764","000017","52201","N","20230216120041"
"1454","110080309","1318","207805.77150110","540105.56110498","000001","52203","N","20230204120010"
"1455","110080312","1321","199404.87875831","542132.57082805","000023","52201","N","20230209120003"
"1456","110080313","1322","199313.53282348","541994.29603356","000024","52201","N","20230209120003"
"1457","110080315","1324","204925.92066619","540340.51401359","000025","52201","N","20230209120003"
"1458","110080317","1326","199099.14016071","540519.35922973","000026","52201","N","20230202120009"
"1459","110080368","1328","187681.25599310","550212.42576880","26","52201","N","20230217120025"
"1460","110082167","577","192343.05737622","543395.81803659","000076","52201","N","20230109120013"
"1461","110082168","578","194116.53367860","543734.83729365","000078","52201","N","20230212120018"
"1462","110082169","579","194376.58880472","544386.17998714","000080","52201","N","20230208120008"
"1463","110082170","580","194445.70607968","544301.07888035","000081","52201","N","20230208120008"
"1464","110082171","581","194891.40045603","541607.50466919","000057","52201","N","20230122120013"
"1465","110080817","1138","199755.83176722","551547.13833697","000048","52201","N","20230110120029"
"1466","110080818","1139","200483.40187493","551772.06441275","000042","52201","N","20230208120008"
"1467","110080820","1140","200318.80846912","551789.76540734","000051","52201","N","20230217120025"
"1468","110080821","1141","199946.77322744","552091.15196749","000049","52201","N","20230216120041"
"1469","110080824","1144","199616.38227152","551994.25869616","000044","52201","N","20230210120006"
"1470","110082242","1145","194287.48916959","540803.16061727","000099","52201","N","20230117120003"
"1471","110082243","1146","198109.23465895","541583.21105278","000100","52201","N","20230219120021"
"1472","110082245","1148","193010.98634976","542008.91863501","000135","52201","N","20230217120025"
"1473","110082247","1150","192084.48944652","541422.50140330","000138","52201","N","20230217120025"
"1474","110082248","1151","197324.52239293","542331.41788266","000214","52201","N","20230215120054"
"1475","110082333","1158","194461.41414006","545341.79745451","000121","52205","N","20230219120021"
"1476","110082334","1159","198100.05655448","543571.03674309","000122","52201","N","20230113120005"
"1477","110082336","1161","194278.27605501","542142.99096767","000062","52201","N","20230218120027"
"1478","110082338","1163","194977.86395032","545532.54670382","000041","52201","N","20230205120012"
"1479","110082339","1164","196135.86940753","545386.18298175","000042","52201","N","20230204120010"
"1480","110082340","1165","196148.53542315","545504.19200977","000043","52201","N","20230207120026"
"1481","110082341","1166","195971.24639783","545701.31930549","000044","52201","N","20230203120015"
"1482","110082328","1167","194246.13490495","542561.23698540","000051","52201","N","20230125120009"
"1483","110082329","1168","194085.46797160","542413.37189881","000052","52201","N","20230215120054"
"1484","110082331","1170","192492.42329308","540250.27648394","000058","52201","N","20230205120012"
"1485","110082342","1171","196030.32077339","545129.53751907","000045","52201","N","20230207120026"
"1486","110082025","1172","192106.61511035","540160.94793160","000067","52201","N","20230211120001"
"1487","110082026","1173","191938.18894874","540152.69205039","000069","52201","N","20230208120008"
"1488","110082027","1174","192172.76502478","540507.61001886","000077","52201","N","20230211120001"
"1489","110082032","1177","189821.83546965","542719.16845662","000019","52201","N","20230110120029"
"1490","110082034","1179","189458.10197641","545732.09407118","000053","52201","N","20230208120008"
"1491","110082035","1180","191537.55799343","539934.61072405","000049","52201","N","20230208120008"
"1492","110082036","1181","206790.30245481","558136.63289510","3-7","52201","N","20230215120054"
"1493","110082039","1183","207218.31524774","555428.52786568","4-10","52201","N","20230218120027"
"1494","110082040","1184","206624.95647877","555136.50715613","4-11","52201","N","20230207120026"
"1495","110082041","1185","207005.38175324","555142.62816105","4-12","52201","N","20230207120026"
"1496","110082043","1187","205545.51398075","557461.42639149","4-1","52201","N","20230212120018"
"1497","110082044","1188","204981.18591713","558124.01912823","4-3","52201","N","20230212120018"
"1498","110082045","1189","204810.12393634","558279.30005258","4-4","52201","N","20230212120018"
"1499","110082046","1190","205413.61419143","557877.00198425","4-5","52201","N","20230212120018"
"1500","110082047","1191","205261.78001546","558333.60487039","4-6","52201","N","20230212120018"
"1501","110082443","1014","188596.63579466","548678.40639306","041","52201","N","20230218120027"
"1502","110082444","1015","188060.52233334","548413.09796610","042","52201","N","20230216120041"
"1503","110082445","1016","186670.47824185","546427.12249873","043","52201","N","20230106120005"
"1504","110082447","1018","184759.74485852","548053.07924676","046","52201","N","20230215120054"
"1505","110082450","1020","184531.46752943","548055.32949294","050","52201","N","20230215120054"
"1506","110082451","1021","189102.64540361","546892.56426306","001","52201","N","20221129120025"
"1507","110082452","1022","188187.06782530","545135.34523506","002","52201","N","20230216120041"
"1508","110082453","1023","188697.83289970","549270.49976055","004","52201","N","20230216120041"
"1509","110082455","1025","185579.83466795","546215.58888578","006","52201","N","20230216120041"
"1510","110082456","1026","184665.97301172","548279.63019154","007","52201","N","20230112120008"
"1511","110082457","1027","185294.34738229","547076.22709249","009","52201","N","20230209120003"
"1512","110082462","1031","185176.82667771","548703.47926536","014","52201","N","20230112120008"
"1513","110082463","1032","188253.18867859","548608.57392537","016","52201","N","20230218120027"
"1514","110080864","1034","201674.57853250","552534.78005058","6-29","52201","N","20230210120006"
"1515","110080865","1035","201247.23404543","552487.80808265","6-26","52201","N","20230214120039"
"1516","110080866","1036","199866.63403287","551705.67230608","000081","52201","N","20230115120014"
"1517","110080868","1037","200257.03777366","551774.62868710","000088","52201","N","20230112120008"
"1518","110080869","1038","200758.27569408","552712.93942505","6-39","52201","N","20230125120009"
"1519","110080870","1039","200636.64146769","552768.89347536","6-40","52201","N","20230125120009"
"1520","110080871","1040","200588.50150861","553053.61658751","4-14","52201","N","20230207120026"
"1521","110080874","1042","200086.97441285","551029.25590468","000094","52201","N","20230114120003"
"1522","110080860","1043","200850.20201092","552708.43879448","6-58","52201","N","20230125120009"
"1523","110080861","1044","200813.87870723","552933.06607779","6-38","52201","N","20230125120009"
"1524","110080863","1046","201432.99223083","553237.63049553","6-11","52201","N","20230214120039"
"1525","110080875","1047","199598.83607101","551664.66911728","000095","52201","N","20230112120008"
"1526","110080876","1048","199612.99566640","551426.52342675","000098","52205","N","20230212120018"
"1527","110080045","1050","193625.83483581","554032.80044130","67","52201","N","20230114120003"
"1528","110080046","1051","195324.93726216","554492.16960243","78","52201","N","20230130120010"
"1529","110080048","1053","192810.08229037","553599.64782496","44","52201","N","20230215120054"
"1530","110080049","1054","191636.32663520","554138.83781492","65","52201","N","20230111120005"
"1531","110080051","1055","191655.00589816","553972.68790942","67","52201","N","20230111120005"
"1532","110080053","1057","192253.47247750","558596.68142988","68","52201","N","20230216120041"
"1533","110080056","1060","194238.72523447","551908.36802772","20","52201","N","20230218120027"
"1534","110080059","1063","192364.66532676","553284.01132310","38","52201","N","20230215120054"
"1535","110080060","1064","195276.87350021","555511.15868900","59","52201","N","20230119120008"
"1536","110080061","1065","191800.21814873","555087.47945872","70","52201","N","20230119120008"
"1537","110080062","1066","195675.55223803","554901.09737655","79","52201","N","20220930120013"
"1538","110080064","1068","194739.38018258","550979.61061202","24","52201","N","20230112120008"
"1539","110080065","1069","195410.50153128","550977.86842050","27","52201","N","20230218120027"
"1540","110080069","1071","191621.43385502","553912.60859752","72","52201","N","20230111120005"
"1541","110080070","1072","191696.59171630","557326.05258336","74","52201","N","20230218120027"
"1542","110080071","1073","195657.50506852","556219.02746892","62","52201","N","20230119120008"
"1543","110080074","1076","191778.82553867","553023.51253420","33","52201","N","20230210120006"
"1544","110080075","1077","191870.04459166","556239.06365007","76","52201","N","20230218120027"
"1545","110080076","1078","193482.62468971","554020.31010564","34","52201","N","20230114120003"
"1546","110080079","1079","190259.32964235","554232.41122422","78","52201","N","20230216120041"
"1547","110080080","1080","195493.70507277","553920.92422081","48","52201","N","20230214120039"
"1548","110080081","1081","193385.93407008","558282.16937554","80","52201","N","20230129120013"
"1549","110080084","1083","195819.32742814","554617.50525548","80","52203","N","20230203120015"
"1550","110080085","1084","195696.16870292","555434.57848778","63","52201","N","20230130120010"
"1551","110082174","584","193289.28667670","540858.11850660","000093","52201","N","20230210120006"
"1552","110082176","586","193373.98080721","541650.72230673","000060","52201","N","20230120120004"
"1553","110082177","587","192610.62942102","542210.91925232","000039","52201","N","20230215120054"
"1554","110082479","588","187156.30169250","546945.95659531","022","52201","N","20230106120005"
"1555","110082490","591","208277.98409326","553179.29409733","2-15","52201","N","20230119120008"
"1556","110082491","592","207884.76212930","552832.14807340","2-16","52201","N","20230129120013"
"1557","110082494","593","206837.59465115","554186.99295218","2-17","52201","N","20230116120007"
"1558","110082495","594","207687.10534533","552825.76724712","2-18","52201","N","20230129120013"
"1559","110082496","595","207880.20391786","553169.70807572","2-19","52201","N","20230129120013"
"1560","110082497","596","209075.59670069","554728.03870660","3-25","52201","N","20230211120001"
"1561","110082498","597","208550.77357418","555089.86466813","3-26","52201","N","20230211120001"
"1562","110082501","600","206464.92843922","555112.31630771","4-16","52201","N","20230207120026"
"1563","110082503","601","207672.13398004","553788.91214173","2-20","52201","N","20230116120007"
"1564","110082504","602","207949.30176073","554778.08824209","3-28","52201","N","20230209120003"
"1565","110082506","603","207517.49504225","553144.74538989","2-10","52201","N","20230129120013"
"1566","110082507","604","207910.84814927","554161.43622844","3-18","52201","N","20230207120026"
"1567","110082508","605","207766.03381429","554442.57532270","3-14","52201","N","20230207120026"
"1568","110082510","607","207242.68049966","553996.67294040","2-7","52203","N","20230116120007"
"1569","110082511","608","207981.54160307","553326.57185905","2-11","52201","N","20230129120013"
"1570","110082469","609","187077.62693102","546796.58989706","024","52201","N","20230106120005"
"1571","110082465","610","186113.14550239","547265.20319837","018","52201","N","20230106120005"
"1572","110082466","611","187067.61975645","546845.38724529","020","52201","N","20230106120005"
"1573","110082467","612","189041.15404371","546793.71868602","021","52201","N","20221112120005"
"1574","110082470","614","188048.72318421","549478.82006811","026","52201","N","20230218120027"
"1575","110082473","616","188328.74472072","548798.65726760","029","52201","N","20230218120027"
"1576","110082474","617","188215.79020719","548279.19667499","030","52201","N","20230216120041"
"1577","110082475","618","184892.16731362","547980.39176458","031","52201","N","20230209120003"
"1578","110082477","620","184745.64879676","546945.59802555","034","52201","N","20230218120027"
"1579","110080526","622","198243.44261951","553707.97852768","1-01","52201","N","20230209120003"
"1580","110080527","623","196247.95690463","555708.12249026","5-35","52201","N","20230203120015"
"1581","110080528","624","197132.12269269","555329.95229384","5-09","52201","N","20230114120003"
"1582","110080529","625","196974.11740805","554962.23434502","5-10","52201","N","20230114120003"
"1583","110080532","628","199549.68649677","552219.50595242","3-09","52201","N","20230117120003"
"1584","110080533","629","199123.66893149","552526.00461614","3-13","52201","N","20230106120005"
"1585","110080534","630","195883.08027749","553084.92498481","139","52201","N","20230218120027"
"1586","110080535","631","198983.54627286","553384.06236739","3-01","52201","N","20230215120054"
"1587","110080536","632","196656.89264422","552699.33157644","2-32","52201","N","20230114120003"
"1588","110080537","633","196699.17263760","552631.46035985","2-33","52201","N","20230114120003"
"1589","110080539","635","196823.04826400","550863.66174734","000062","52201","N","20230126120003"
"1590","110080540","636","198333.92093238","550809.23065646","361","52201","N","20221218120015"
"1591","110080541","637","197966.97759984","551149.91582272","191","52201","N","20230115120014"
"1592","110080543","638","198127.60656159","551178.07637843","193","52201","N","20230115120014"
"1593","110080544","639","196137.01730441","556193.68948294","5-05","52201","N","20230217120025"
"1594","110080546","640","197923.17997416","551102.93735378","000370","52201","N","20230115120014"
"1595","110080547","641","198192.86437432","551233.33229261","371","52201","N","20230115120014"
"1596","110080552","644","198291.53045715","550854.25817606","000379","52201","N","20221218120015"
"1597","110080553","645","197890.51364521","551182.79554227","000380","52201","N","20230115120014"
"1598","110080554","646","197972.32307133","551044.26785922","000381","52201","N","20230214120039"
"1599","110080555","647","198252.66580406","550893.96742642","000382","52201","N","20221218120015"
"1600","110080556","648","198338.48907941","550759.26100800","000383","52201","N","20221218120015"
"1601","110080559","651","196608.15141078","552288.10215792","121","52201","N","20230216120041"
"1602","110080560","652","196449.66193526","552354.73179087","123","52205","N","20230216120041"
"1603","110080561","653","198262.26627877","553806.28372857","1-04","52201","N","20230209120003"
"1604","110080563","654","198522.29658950","553656.65508859","3-20","52201","N","20230215120054"
"1605","110080565","655","198157.01435252","550845.50723977","000393","52201","N","20221218120015"
"1606","110080566","656","200043.44352586","552226.19146702","4-01","52201","N","20230214120039"
"1607","110082434","1007","211145.39297205","541099.27723352","000015","52201","N","20230212120018"
"1608","110082438","1009","186870.57420013","546248.59338963","036","52201","N","20230106120005"
"1609","110082439","1010","188157.32110392","549181.74054518","037","52201","N","20230216120041"
"1610","110080782","1104","200843.29556885","553351.55619625","6-45","52201","N","20230125120009"
"1611","110080783","1105","201005.55818598","553071.26660567","6-51","52201","N","20230125120009"
"1612","110080784","1106","201102.26586662","553074.23221476","6-52","52201","N","20230215120054"
"1613","110080785","1107","201046.31912952","552696.26458166","6-60","52201","N","20230125120009"
"1614","110080787","1109","200355.24253031","550239.32435574","13","52201","N","20230116120007"
"1615","110080788","1110","199516.89216115","550582.36107184","000014","52201","N","20230114120003"
"1616","110080790","1112","200496.73947047","550063.13449803","19","52201","N","20230116120007"
"1617","110080791","1113","200754.38731793","551313.93337580","000015","52201","N","20230202120009"
"1618","110080792","1114","201799.30788139","552561.92482091","6-31","52201","N","20230210120006"
"1619","110080794","1115","200816.35073512","550280.51476483","18","52201","N","20230116120007"
"1620","110080795","1116","201228.35619533","553023.90576533","6-64","52201","N","20230215120054"
"1621","110080796","1117","201819.91824346","553106.72392902","6-01","52201","N","20230110120029"
"1622","110080798","1119","200730.65269939","552875.96039951","6-44","52201","N","20230125120009"
"1623","110080799","1120","200686.59545966","553033.92519935","4-07","52201","N","20230207120026"
"1624","110080800","1121","199517.57424212","551519.51238009","000025","52201","N","20230212120018"
"1625","110080801","1122","200438.05544476","550121.24771789","24","52201","N","20230116120007"
"1626","110080802","1123","200852.55466535","553253.06212339","6-35","52201","N","20230125120009"
"1627","110080804","1125","200819.68913596","551200.34711803","000035","52201","N","20230202120009"
"1628","110080806","1127","201058.68865071","552331.72106274","6-15","52201","N","20230207120026"
"1629","110080807","1128","201121.60714976","552354.40947616","6-17","52201","N","20230207120026"
"1630","110080808","1129","201299.68727750","552336.54878277","6-24","52201","N","20230214120039"
"1631","110080809","1130","201252.92816637","552437.05903124","6-25","52201","N","20230214120039"
"1632","110080810","1131","201061.50518756","552393.83552114","6-14","52201","N","20230207120026"
"1633","110080811","1132","200528.55983170","553104.69212326","4-08","52201","N","20230207120026"
"1634","110080812","1133","200151.62415292","551055.61872644","000039","52201","N","20230114120003"
"1635","110080814","1135","201680.80046008","551941.92679223","000045","52201","N","20230123120013"
"1636","110080816","1137","201177.38096024","551313.92737578","000047","52201","N","20230202120009"
"1637","110080509","2229","196521.41953097","551502.94961632","99","52201","N","20230211120001"
"1638","110081151","753","199011.52265866","549540.07751603","000121","52201","N","20230217120025"
"1639","110081152","754","197549.19158550","549977.99839026","000118","52201","N","20230209120003"
"1640","110081153","755","199895.76752160","547043.03727549","000122","52201","N","20230216120041"
"1641","110081156","757","195860.00136383","548279.38860256","000125","52201","N","20230120120004"
"1642","110081157","758","200137.24343059","548061.71729386","000126","52201","N","20230211120001"
"1643","110081158","759","197768.60786072","548111.15658872","000127","52201","N","20230215120054"
"1644","110081159","760","200194.15224356","547832.00671000","000128","52201","N","20220525120005"
"1645","110081162","763","199403.19155202","546870.53881557","000131","52201","N","20230214120039"
"1646","110081164","765","196014.14491711","548382.43272968","000001","52201","N","20230120120004"
"1647","110081165","766","196885.69214886","550289.71375631","000002","52201","N","20230115120014"
"1648","110081168","767","198918.00446418","548573.03401725","000005","52201","N","20230122120013"
"1649","110081132","768","204219.84469254","549184.22544872","000106","52201","N","20230205120012"
"1650","110081170","770","196242.28352965","548382.65305191","000007","52201","N","20230120120004"
"1651","110081171","771","196931.44162665","550167.87071505","000008","52201","N","20230115120014"
"1652","110081173","772","199637.47559972","546931.82437395","000010","52201","N","20230210120006"
"1653","110081174","773","197003.79628865","550261.86777536","000011","52201","N","20230115120014"
"1654","110081178","775","200421.85950425","547796.51491176","000015","52201","N","20230211120001"
"1655","110081680","776","210585.15125630","549112.58084702","000072","52201","N","20230107120004"
"1656","110081633","777","211136.69927671","548464.73152015","000013","52201","N","20230212120018"
"1657","110081642","780","211503.19415001","548284.08419307","000029","52201","N","20230120120004"
"1658","110081643","781","211488.80343910","548964.23798570","000030","52201","N","20230207120026"
"1659","110081645","783","212743.15763131","550042.43340622","000021","52201","N","20230206120011"
"1660","110081649","784","211330.96753281","548375.48597214","000035","52201","N","20230120120004"
"1661","110081652","785","215068.29399351","549745.82670980","000038","52201","N","20230130120010"
"1662","110081655","787","212808.62246814","550005.34943838","000046","52201","N","20230206120011"
"1663","110081656","788","211448.51498987","549179.81947728","000042","52201","N","20230207120026"
"1664","110081659","789","212811.92690059","549899.31786506","000047","52201","N","20230206120011"
"1665","110081661","790","211809.26480560","549012.93120284","000033","52201","N","20230130120010"
"1666","110081663","791","211940.85604362","547469.52921489","000050","52201","N","20230219120021"
"1667","110081664","792","211291.84419940","548182.63940293","000052","52201","N","20230212120018"
"1668","110081667","794","214879.90560780","553051.77956810","000056","52201","N","20230210120006"
"1669","110080015","438","200438.45849667","555583.20338491","206","52201","N","20230114120003"
"1670","110080018","440","199276.95592210","554892.58145283","209","52201","N","20230214120039"
"1671","110080019","441","199531.96396484","555041.71932287","210","52201","N","20230207120026"
"1672","110080167","710","193176.77567371","553493.02649084","46","52201","N","20230113120005"
"1673","110081286","711","205551.89772198","554738.15394230","008","52201","N","20230129120013"
"1674","110081289","714","205655.44369201","555793.45030347","010","52201","N","20230109120013"
"1675","110081291","716","204003.67735218","554206.61502924","012","52205","N","20230213120021"
"1676","110081292","717","205447.52322580","554792.43475231","013(0038)","52203","N","20230219120021"
"1677","110081293","718","203982.67121198","553606.02539988","031","52201","N","20230213120021"
"1678","110081294","719","205233.35512665","551920.75999854","006","52203","N","20230217120025"
"1679","110081295","720","204023.13168187","554282.04810447","036","52201","N","20230213120021"
"1680","110081296","721","204469.35410319","553690.78981391","037(1326)","52201","N","20230219120021"
"1681","110081299","724","204420.74068547","553627.16900162","016(3077)","52201","N","20230219120021"
"1682","110081300","725","205449.53946855","554954.34708549","017","52201","N","20230212120018"
"1683","110081301","726","205338.39485874","554688.30839108","018","52201","N","20230212120018"
"1684","110081302","727","205438.74689427","554856.70508644","019","52201","N","20230212120018"
"1685","110081304","728","203843.66268141","553525.15508321","020","52201","N","20230213120021"
"1686","110081305","729","203063.26775691","553792.31467381","033","52201","N","20230204120010"
"1687","110081308","732","205137.76621356","551934.68398118","007","52201","N","20230217120025"
"1688","110081309","733","203540.17185372","553488.06810750","043","52201","N","20230213120021"
"1689","110081128","734","202530.65997969","551335.13064913","000098","52201","N","20230118120006"
"1690","110081129","735","207806.44312373","552036.32174502","000099","52201","N","20230218120027"
"1691","110081133","736","204616.52568927","548818.61731606","000107","52201","N","20230130120010"
"1692","110081130","737","206521.08169498","548092.11958002","000083","52201","N","20230112120008"
"1693","110081135","739","206023.97119457","548839.25953521","000110","52201","N","20230216120041"
"1694","110081137","741","205644.79763254","548791.16479689","000132","52201","N","20230112120008"
"1695","110081138","742","203727.63009903","552355.47245064","000133","52201","N","20230111120005"
"1696","110081139","743","208622.62822104","550505.97795294","000134","52201","N","20230210120006"
"1697","110081142","745","197745.92313715","550370.04635094","000111","52201","N","20230125120009"
"1698","110082160","570","197560.25987970","542016.13340809","000037","52201","N","20230209120003"
"1699","110082162","572","192949.20995550","541921.03223238","000034","52201","N","20230211120001"
"1700","110082163","573","194011.17107362","541838.70931535","000011","52201","N","20230126120003"
"1701","110082164","574","194794.04980244","541590.49485004","000043","52201","N","20230214120039"
"1702","110081387","889","193507.59773872","548068.16601618","000048","52201","N","20230217120025"
"1703","110082935","890","211675.31376931","549031.32316885","000110","52201","N","20230107120004"
"1704","110082936","891","204539.89069801","557196.57356137","106","52201","N","20230116120007"
"1705","110082937","892","210310.37457802","540743.14515359","000082","52202","N","20230117120003"
"1706","110082955","895","200062.40110045","552339.26927155","4-25","52201","N","20230214120039"
"1707","110083021","897","195226.35349370","549719.21170520","000111","52203","N","20230214120039"
"1708","110083034","898","206319.95354125","540325.86855869","000089","52201","N","20230209120003"
"1709","110081363","899","190827.87396086","545576.91844514","000032","52201","N","20230115120014"
"1710","110081369","900","191436.79486273","545191.91223764","000019","52201","N","20230215120054"
"1711","110081391","901","191708.59541326","544232.31155089","000051","52201","N","20230216120041"
"1712","110082514","903","209012.21901730","554394.13315290","3-6","52201","N","20230209120003"
"1713","110080007","904","200156.80735866","555047.37644726","202","52201","N","20230107120004"
"1714","110081437","905","200233.81657886","554879.60848718","9","52201","N","20230107120004"
"1715","110081141","906","207760.79203043","549292.78203643","000047","52201","N","20230207120026"
"1716","110080793","907","200575.73342756","549841.27025191","17","52201","N","20230116120007"
"1717","110081840","908","203639.88634722","563371.25629216","13","52201","N","20230111120005"
"1718","110080378","910","186164.62461544","549626.23588289","36","52201","N","20230215120054"
"1719","110082516","912","208530.91635539","554076.16162864","3-23","52201","N","20230209120003"
"1720","110082517","913","209095.90505029","555358.61740482","3-2","52201","N","20230211120001"
"1721","110080622","914","197808.24759678","550964.34286037","000261","52201","N","20230115120014"
"1722","110080623","915","198601.90361550","551046.53175529","000262","52201","N","20230215120054"
"1723","110081683","803","210687.43147691","549092.68962146","000075","52201","N","20230107120004"
"1724","110081686","806","211567.06080654","548877.38269135","000053","52201","N","20230107120004"
"1725","110081688","807","211510.56775103","549322.96587949","000059","52201","N","20230207120026"
"1726","110081689","808","213933.27315963","552193.74969789","000095","52201","N","20230206120011"
"1727","110081691","809","211520.56324062","548920.52330767","000096","52202","N","20230207120026"
"1728","110081700","810","214022.14877303","550922.97667928","000107","52201","N","20230206120011"
"1729","110081701","811","211284.24956435","548243.01397673","000106","52201","N","20230212120018"
"1730","110081705","813","194743.68870243","550479.74910991","000107","52201","N","20230211120001"
"1731","110081707","815","195397.37496473","550266.38226787","000002","52201","N","20230216120041"
"1732","110081708","816","196132.41296645","550007.94460226","000003","52201","N","20230215120054"
"1733","110082212","817","196596.11648749","541742.42298271","000068","52201","N","20230213120021"
"1734","110082214","819","194360.39400406","540473.74214709","000079","52201","N","20230213120021"
"1735","110082217","822","192616.22911091","540476.19765300","000091","52201","N","20230113120005"
"1736","110082218","823","194083.05578643","543524.37266364","000067","52201","N","20230212120018"
"1737","110082219","824","194707.14439299","542347.92989149","000069","52201","N","20230205120012"
"1738","110082221","826","193904.72134445","541336.51868446","000072","52201","N","20230219120021"
"1739","110082222","827","195024.43036797","543305.86838612","000073","52201","N","20230207120026"
"1740","110082224","829","194556.95123266","543157.05358466","000074","52201","N","20230215120054"
"1741","110082225","830","192752.18338410","540610.63003402","000076","52201","N","20230113120005"
"1742","110082226","831","194118.93933421","543331.47574027","000077","52201","N","20230124120011"
"1743","110082227","832","193801.32297059","540936.22985859","000081","52201","N","20230120120004"
"1744","110082229","834","194770.82892742","543467.27208530","000094","52201","N","20230207120026"
"1745","110082230","835","192736.77654182","540428.07650333","000083","52201","N","20230113120005"
"1746","110082233","838","195950.57624175","542717.54943053","000016","52201","N","20230208120008"
"1747","110082234","839","197097.44147763","542919.00884684","000219","52201","N","20230208120008"
"1748","110082235","840","194630.24718360","542839.91553287","000095","52201","N","20230209120003"
"1749","110082237","841","197796.31538212","542636.41930767","000177","52201","N","20230119120008"
