"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"704","110082606","2035","197190.33200782","545077.81599249","000204","52201","N","20230119120008"
"705","110081768","2037","196547.74069144","549759.03595926","000068","52201","N","20230211120001"
"706","110081769","2038","193010.76421787","551874.34239761","000069","52201","N","20230205120012"
"707","110081770","2039","191622.84956175","551003.99875488","000070","52201","N","20230213120021"
"708","110082609","2041","198264.64925671","544119.62744308","000207","52201","N","20230216120041"
"709","110081771","2042","196198.86892655","549337.31582517","000071","52201","N","20230214120039"
"710","110081772","2043","191568.50756819","550038.88495669","000072","52201","N","20230111120005"
"711","110081775","2046","193192.26696447","550308.06274823","000076","52201","N","20230218120027"
"712","110081776","2047","193894.78106736","550684.10098970","000077","52201","N","20230119120008"
"713","110081778","2049","192592.42115709","549656.77294695","000080","52201","N","20230112120008"
"714","110081779","2050","193765.08229678","550438.24761768","000081","52201","N","20230219120021"
"715","110080445","2051","196809.66532339","554577.50669178","5-12","52201","N","20230216120041"
"716","110080250","1880","209314.38749712","540478.75173524","000064","52201","N","20230114120003"
"717","110080259","1884","209107.69768394","542588.72758950","000073","52202","N","20230207120026"
"718","110080262","1885","209247.29013028","541185.50835603","000076","52201","N","20230119120008"
"719","110080263","1886","209704.85074452","540876.77454009","000077","52201","N","20230112120008"
"720","110080265","1887","205482.83038412","546559.10450998","000080","52201","N","20230126120003"
"721","110080266","1888","205383.31846962","546400.58754557","000081","52201","N","20230126120003"
"722","110080267","1889","202103.66393966","545565.96111173","000009","52201","N","20230123120013"
"723","110080318","1890","201996.00871441","541594.02085202","000027","52201","N","20230217120025"
"724","110080319","1892","200356.03007991","542127.46053575","000029","52201","N","20230216120041"
"725","110080321","1894","201780.51549289","545249.98431924","000031","52201","N","20230216120041"
"726","110080324","1897","199982.98096261","543858.13145995","000033","52201","N","20230216120041"
"727","110080325","1898","199999.82497905","543805.87686859","000034","52203","N","20230216120041"
"728","110080327","1900","199226.39446028","540563.00526270","000036","52201","N","20230202120009"
"729","110080328","1901","198668.60830240","541516.62170803","000037","52201","N","20230202120009"
"730","110080330","1903","199646.50082658","542275.90566395","000039","52201","N","20230209120003"
"731","110080331","1904","200270.54233766","542120.88983298","000040","52201","N","20230216120041"
"732","110080332","1905","199102.42855239","541948.19210098","000041","52201","N","20230209120003"
"733","110080333","1906","199214.19093129","542027.28356313","000043","52201","N","20230209120003"
"734","110080334","1907","199281.65800783","541932.56642891","000042","52201","N","20230209120003"
"735","110080335","1908","199400.69425749","542022.50805198","000045","52201","N","20230209120003"
"736","110080337","1910","199455.39580572","542095.30884119","000046","52201","N","20230209120003"
"737","110080338","1911","199521.13531152","541404.30191539","000048","52201","N","20230216120041"
"738","110080340","1913","204625.63471937","540262.75569235","000051","52201","N","20230209120003"
"739","110080343","1914","208017.79688155","540077.05805814","000054","52201","N","20230204120010"
"740","110080344","1915","208042.54984405","540029.05292262","000055","52201","N","20230204120010"
"741","110080345","1916","207893.28197516","539981.04778499","000056","52201","N","20230204120010"
"742","110080346","1917","207868.52900933","539752.52333622","000057","52201","N","20230204120010"
"743","110081841","2288","201372.02627812","558110.15292608","410","52205","N","20230124120011"
"744","110081843","2289","201181.35345339","558522.45290130","411","52201","N","20230213120021"
"745","110081845","2290","201401.06501219","558179.08862991","413","52201","N","20230213120021"
"746","110081846","2291","201441.83663647","557967.97570370","414","52201","N","20230124120011"
"747","110081878","2293","201333.37694813","558252.90245561","426","52201","N","20230213120021"
"748","110081930","2294","201438.65175868","559581.04241585","211","52201","N","20230126120003"
"749","110081958","2295","185871.26361061","544220.89742945","000012","52201","N","20230204120010"
"750","110081960","2296","186101.93522805","544074.26873471","000005","52201","N","20230204120010"
"751","110081968","2297","186107.83292715","544400.85468061","000013","52201","N","20230211120001"
"752","110081969","2298","186426.70111274","543776.71788917","000036","52201","N","20230217120025"
"753","110081989","2300","185358.77526334","544037.82785161","000052","52201","N","20230210120006"
"754","110082005","2302","186470.46535101","543817.10821011","000059","52201","N","20230210120006"
"755","110082016","2303","185994.00832169","543427.20750027","000076","52201","N","20230214120039"
"756","110082030","2304","186528.01324307","543677.05222268","000090","52201","N","20230208120008"
"757","110082037","2305","208742.69118431","556024.47717104","1-1","52201","N","20230212120018"
"758","110080002","2307","201778.32217974","555512.05385436","141","52201","N","20230208120008"
"759","110080036","2309","193657.96709683","556429.61947445","57","52201","N","20230218120027"
"760","110080050","2310","193471.34782864","555114.28371715","66","52201","N","20230114120003"
"761","110080077","2311","193117.73002318","551979.31963316","7","52201","N","20230112120008"
"762","110080078","2312","193490.13210859","552005.98598371","8","52201","N","20230112120008"
"763","110080083","2313","194255.68173267","555543.26263408","81","52205","N","20230114120003"
"764","110080089","2314","193245.86785885","552520.18602658","1","52205","N","20230112120008"
"765","110080093","2316","193002.33370449","552252.51737752","4","52205","N","20230112120008"
"766","110081341","2473","191640.22574791","544149.42872662","000072","52201","N","20230216120041"
"767","110081342","2474","192238.11878499","545832.04972870","000073","52201","N","20230215120054"
"768","110081352","2475","192381.20491275","545988.91951392","000013","52201","N","20230214120039"
"769","110082197","2185","194669.42485971","544544.44892028","000136","52201","N","20230219120021"
"770","110082198","2186","195332.46423739","544108.65828367","000137","52201","N","20230208120008"
"771","110082199","2187","194413.19718977","544088.13509482","000138","52201","N","20230208120008"
"772","110082201","2189","195887.48668200","543875.96038059","000140","52201","N","20230113120005"
"773","110082202","2190","197774.74161554","542079.86719257","000141","52201","N","20230215120054"
"774","110082204","2192","195641.37521238","544939.56719326","000143","52201","N","20230111120005"
"775","110082205","2193","197317.85261976","543428.46144196","000144","52201","N","20230208120008"
"776","110082182","2171","197308.81108487","543046.24481504","000216","52201","N","20230118120006"
"777","110082184","2173","197617.53179540","542254.37486450","000218","52201","N","20230214120039"
"778","110082185","2174","193424.63386504","542227.64903364","000111","52201","N","20230216120041"
"779","110082186","2175","193144.41072588","542882.77866413","000113","52201","N","20230218120027"
"780","110082187","2176","194209.67484262","542161.96399828","000063","52201","N","20230218120027"
"781","110082190","2179","193469.24262064","542081.16656465","000066","52201","N","20230126120003"
"782","110082192","2180","193387.72742923","543986.71425202","000131","52201","N","20230213120021"
"783","110082193","2181","192360.10641249","543798.08207909","000132","52201","N","20230110120029"
"784","110082194","2182","192300.61229669","543256.81216347","000133","52201","N","20230109120013"
"785","110082195","2183","194598.57137674","544649.77019083","000134","52201","N","20230219120021"
"786","110082196","2184","195104.41793917","543870.15376466","000135","52201","N","20230208120008"
"787","110080962","2009","201210.59157659","552353.60684477","6-20","52201","N","20230207120026"
"788","110080965","2011","200507.17172104","552137.24950197","000197","52201","N","20230210120006"
"789","110081760","2012","193407.39962638","549910.30732002","000059","52201","N","20230218120027"
"790","110080967","2014","200699.40573399","550044.32948550","201","52201","N","20230116120007"
"791","110081761","2015","194391.49354507","549516.33299798","000060","52201","N","20230215120054"
"792","110080968","2016","200578.68828147","550016.54951207","202","52201","N","20230202120009"
"793","110080969","2017","201146.87030790","551603.88641211","000203","52201","N","20230202120009"
"794","110081762","2019","192467.74263267","549463.84980011","000061","52205","N","20230112120008"
"795","110080971","2020","200943.95601416","551582.47712018","000205","52201","N","20230202120009"
"796","110081763","2021","194518.08769993","549647.32301657","000062","52201","N","20230215120054"
"797","110082597","2022","193799.99778359","543933.22752476","000336","52201","N","20230203120015"
"798","110081764","2024","192983.49428168","549680.86499485","000063","52201","N","20230106120005"
"799","110081765","2025","195121.49793855","549951.18253374","000064","52201","N","20230211120001"
"800","110082598","2027","194419.89998097","545402.66975836","000309","52205","N","20230215120054"
"801","110082601","2029","193695.93731745","544850.23164956","000312","52201","N","20230203120015"
"802","110082602","2030","194163.27674064","544919.52871692","000313","52201","N","20230216120041"
"803","110081190","2429","196264.20875185","548851.00177639","000040","52201","N","20230218120027"
"804","110081191","2430","196167.02452029","548283.14240244","000041","52201","N","20230120120004"
"805","110081192","2431","197712.86918177","549824.51696255","000042","52201","N","20230125120009"
"806","110080469","2077","196351.41257809","556883.41533408","5-04","52201","N","20230214120039"
"807","110080470","2078","197134.65170327","553514.86191043","2-18","52201","N","20230212120018"
"808","110080471","2079","196971.29680939","553380.31072556","2-15","52201","N","20230212120018"
"809","110081965","2081","190627.71206776","540738.11960079","000010","52201","N","20230119120008"
"810","110081966","2083","190913.41415779","542345.68408789","000011","52201","N","20230215120054"
"811","110080473","2084","197117.64729780","553366.36980150","2-17","52201","N","20230212120018"
"812","110080425","2085","196265.35692572","551989.02284329","125","52201","N","20230218120027"
"813","110080474","2086","196071.81894938","551794.20309046","112","52201","N","20230112120008"
"814","110081860","2087","203067.62429651","557631.72770850","319","52201","N","20230212120018"
"815","110081801","2244","196617.26401383","549956.65410993","000104","52201","N","20230214120039"
"816","110082701","2264","185306.38185215","550234.02645351","11","52201","N","20230210120006"
"817","110084334","0","200540.75234863","552291.23871177","4-53","52201","N","20230214120039"
"818","110081131","0","205747.03318717","549006.26583918","000090","52201","N","20230216120041"
"819","110081147","0","198681.81988138","549529.18846318","000116","52201","N","20230217120025"
"820","110084547","0","200969.31727847","551554.76419689","403","52201","N","20230202120009"
"821","110084435","0","210451.20098252","541152.40699131","000084","52201","N","20230205120012"
"822","110082968","0","193697.35953931","549877.94970779","000109","52201","N","20230113120005"
"823","110083128","0","201974.27930603","555056.89698709","96","52201","N","20230214120039"
"824","110083208","0","196501.27603032","547197.95946017","000137","52201","N","20230120120004"
"825","110083820","0","194369.70236252","549597.26026868","000009","52201","N","20230215120054"
"826","110084248","0","186806.92899638","542496.19815504","000098","52201","N","20230128120017"
"827","110084069","0","206276.91965429","549526.83064712","000102","52201","N","20230216120041"
"828","110083224","0","203418.98251255","559888.58121695","135","52201","N","20230208120008"
"829","110083263","0","193972.97787420","554059.33990904","145","52201","N","20230204120010"
"830","110083639","0","204840.51390457","548749.87336036","000002","52201","N","20230130120010"
"831","110084611","0","207555.25441778","540555.38212667","000093","52201","N","20230209120003"
"832","110083913","0","198534.50652568","553898.90312861","1-28","52201","N","20230105120006"
"833","110083195","0","197170.57380190","555095.69364545","5-41","52201","N","20230114120003"
"834","110083331","0","189848.60836211","543201.38864260","000095","52201","N","20230219120021"
"835","110083121","0","205821.58867092","550148.04971228","000135","52201","N","20230116120007"
"836","110084246","0","211593.71348532","550883.93278170","000058","52201","N","20230215120054"
"837","110082263","0","195078.34566304","544929.75442621","000210","52201","N","20230219120021"
"838","110083819","0","193973.11191842","550538.40769987","000008","52201","N","20230219120021"
"839","110080249","0","208959.90197854","540944.19968114","000063","52201","N","20230111120005"
"840","110084431","0","186668.95141824","546219.83371454","057","52201","N","20230106120005"
"841","110083912","0","198516.53382445","553974.43539576","1-23","52201","N","20230105120006"
"842","110083113","0","186122.63517189","548471.96770295","41","52201","N","20230112120008"
"843","110084162","0","204456.03714366","553738.32064448","042(2519)","52201","N","20230219120021"
"844","110083275","0","191049.82840052","551104.51943072","000031","52201","N","20230219120021"
"845","110083188","0","188514.96736903","549039.03847522","054","52201","N","20230216120041"
"846","110081154","0","198012.85157623","550421.63201741","000123","52201","N","20230110120029"
"847","110081028","0","208521.05515518","550099.00129215","000029","52201","N","20230112120008"
"848","110081536","0","201506.85639180","553743.24833894","173","52201","N","20230209120003"
"849","110084430","0","186693.62327947","546584.93918992","056","52201","N","20230106120005"
"850","110083086","0","186175.37339172","549511.13116819","40","52201","N","20230215120054"
"851","110085197","0","205939.01987516","555124.80803820","82호","52201","N","20230212120018"
"852","110081895","0","200988.47129207","559203.95537586","428","52201","N","20230130120010"
"853","110083953","0","192870.76248081","556595.22698821","87","52201","N","20230218120027"
"854","110083187","0","188269.79435860","549223.13144740","053","52201","N","20230218120027"
"855","110084363","0","211500.10288827","551256.99199484","000009","52201","N","20230215120054"
"856","110083995","0","191834.87549557","551450.75379911","000017","52201","N","20230118120006"
"857","110084548","0","203819.49938617","553562.74641913","038","52201","N","20230213120021"
"858","110084434","0","210579.53280651","541031.98868179","000083","52201","N","20230205120012"
"859","110083978","0","191107.94878254","553779.38607408","89","52201","N","20230216120041"
"860","110082483","0","208934.37901144","557601.31584326","1-5","52201","N","20230212120018"
"861","110083219","0","197786.91367464","546748.47131517","000038","52201","N","20230218120027"
"862","110080593","1610","198499.80844913","553901.77658249","1-10","52201","N","20230105120006"
"863","110080603","1618","198086.44952151","551036.18020790","000389","52201","N","20230115120014"
"864","110080611","1626","197895.32875314","550983.30553175","000270","52201","N","20230115120014"
"865","110081310","1636","203797.09538608","553869.13010256","044","52201","N","20230213120021"
"866","110081726","1648","193251.82407923","551815.32507793","000079","52201","N","20230217120025"
"867","110081734","1656","196515.81186526","550440.61390934","000033","52201","N","20230207120026"
"868","110080920","1966","202010.93475663","551433.00112307","000166","52201","N","20230205120012"
"869","110080930","1974","201625.74264145","552022.14218271","000155","52201","N","20230123120013"
"870","110080938","1983","200520.05573859","553172.85165798","4-29","52201","N","20230207120026"
"871","110080943","1990","201415.53047121","550790.29832947","000148","52201","N","20230205120012"
"872","110081759","1998","194509.64068692","549853.32006437","000058","52201","N","20230111120005"
"873","110080959","2006","201620.67403604","552598.84691377","6-28","52201","N","20230210120006"
"874","110080451","2057","197068.35534046","552576.71196999","2-37","52201","N","20230114120003"
"875","110080458","2064","197160.11326459","554308.15117281","2-34","52201","N","20230208120008"
"876","110080464","2072","199620.32259144","554214.14763278","4-15","52201","N","20230206120011"
"877","110081905","2132","201840.24834149","558571.39331164","429","52201","N","20230124120011"
"878","110080434","2142","197157.35867028","550989.03850617","000063","52201","N","20230126120003"
"879","110080974","2150","201008.60675451","551650.18236730","000209","52201","N","20230202120009"
"880","110081522","2158","201397.41631090","554708.38273317","155","52201","N","20230214120039"
"881","110081532","2166","200952.80908162","556759.42431020","167","52201","N","20230215120054"
"882","110082181","2170","196344.12635090","543238.41515995","000114","52201","N","20230111120005"
"883","110082189","2178","192618.39270921","542803.19763746","000065","52205","N","20230125120009"
"884","110080963","2010","201064.96989835","552457.65707284","6-13","52201","N","20230207120026"
"885","110080970","2018","199838.78369866","551124.51810112","000204","52201","N","20230114120003"
"886","110081766","2026","196751.74211308","550092.07360327","000066","52201","N","20230206120011"
"887","110081862","2089","203471.27263841","559853.80262928","37","52201","N","20230208120008"
"888","110081869","2096","202001.95771018","560689.49610714","203","52201","N","20230118120006"
"889","110081879","2106","202008.30946233","557952.97309891","302","52201","N","20230212120018"
"890","110081886","2114","201522.29275962","561654.16563713","2","52201","N","20230219120021"
"891","110081893","2121","202329.57893507","559627.33137478","104","52201","N","20230206120011"
"892","110082607","2036","195423.07907406","545691.68967862","000205","52201","N","20230211120001"
"893","110081773","2044","192059.66834913","551821.17521750","000073","52201","N","20230129120013"
"894","110080257","1882","209710.17192227","541342.61952702","000071","52201","N","20230205120012"
"895","110084545","0","203795.33555391","553803.39242322","072","52201","N","20230213120021"
"896","110084055","0","204222.72358214","539320.23385516","000090","52201","N","20230208120008"
"897","110083135","0","213289.92801934","544338.50816148","000033","52201","N","20230216120041"
"898","110084536","0","200622.53042405","560242.60479995","221","52201","N","20230209120003"
"899","110083084","0","191505.27886726","557457.05995138","53","52201","N","20230218120027"
"900","110083158","0","186202.12924017","544470.62667156","91","52201","N","20230208120008"
"901","110081062","0","205983.84678280","548622.27631381","000003","52201","N","20230216120041"
"902","110083240","0","201100.85853509","560459.38232767","219","52201","N","20230118120006"
"903","110083719","0","198344.69255095","552009.29168227","000402","52201","N","20230207120026"
"904","110084090","0","188895.30169671","549626.59226802","013","52201","N","20230216120041"
"905","110084716","0","205136.34194886","553393.97229816","077(3025)","52201","N","20230116120007"
"906","110084721","0","203477.31647834","554300.13311160","079","52201","N","20230127120020"
"907","110080629","0","195953.50856664","552526.99374103","86","52201","N","20230218120027"
"908","110080712","0","195646.56549257","551128.63015571","102","52203","N","20230209120003"
"909","110081067","0","206333.21631960","549704.40823403","000048","52201","N","20230216120041"
"910","110081405","0","191924.25845692","545824.15054141","000064","52201","N","20230115120014"
"911","110081812","0","201365.21016551","559795.99023120","213","52201","N","20230126120003"
"912","110081491","340","200482.80480785","557744.34375880","65","52201","N","20230208120008"
"913","110080133","686","192541.46095405","558608.07327889","23","52201","N","20230214120039"
"914","110081143","746","197804.36313362","550396.90922593","000112","52201","N","20230125120009"
"915","110081684","804","211591.08368355","548933.74672416","000076","52201","N","20230107120004"
"916","110082216","821","194149.14560795","540901.61115157","000088","52201","N","20230117120003"
"917","110082232","837","195433.45040042","542842.33947197","000071","52201","N","20230208120008"
"918","110081160","761","196824.82886416","549883.03772972","000129","52201","N","20230204120010"
"919","110081288","713","205434.74769536","554690.81787389","009","52201","N","20230219120021"
"920","110081306","730","205746.38386517","555550.77591250","032(891)","52201","N","20230115120014"
"921","110082161","571","194078.43314558","540630.05909936","000040","52201","N","20230219120021"
"922","110082500","599","206612.00492269","556810.03581728","4-15","52201","N","20230111120005"
"923","110082471","615","186891.81072206","547268.22150533","027","52201","N","20230216120041"
"924","110080530","626","196209.05043843","555813.37988689","5-37","52201","N","20230203120015"
"925","110080548","642","198244.79086116","550926.50890951","000372","52201","N","20230113120005"
"926","110082437","1008","213671.45665518","544603.19732769","000030","52201","N","20230217120025"
"927","110080786","1108","200911.76315765","552892.66718097","6-57","52201","N","20230125120009"
"928","110080702","980","197387.76372712","557147.82101920","5-33","52201","N","20230117120003"
"929","110080710","987","198434.84178121","552627.64584978","1-17","52202","N","20230129120013"
"930","110080720","996","196497.91063137","555839.41316375","5-24","52201","N","20230212120018"
"931","110082430","1003","213527.93147348","544611.70623521","000029","52201","N","20230217120025"
"932","110080311","1320","202821.66378374","542987.95335669","000015","52201","N","20230118120006"
"933","110080371","1331","187005.03123842","549188.13897715","29","52201","N","20230113120005"
"934","110080382","1339","187715.92771312","548669.97591851","03","52201","N","20230215120054"
"935","110080390","1346","187504.79291981","550181.51022723","10","52201","N","20230217120025"
"936","110080401","1355","200492.98662582","553756.53225616","4-54","52201","N","20230207120026"
"937","110081844","1407","201315.31648774","557964.77336057","412","52205","N","20230124120011"
"938","110082093","1465","206805.44209768","563541.76454701","2-12","52201","N","20230112120008"
"939","110082100","1472","195939.25189000","542090.79937106","000146","52201","N","20230129120013"
"940","110082108","1480","196433.17100916","543492.12430635","000154","52201","N","20230207120026"
"941","110082114","1488","192812.37157634","541769.91206506","000160","52201","N","20230217120025"
"942","110082123","1497","194118.39210338","542663.53043281","000169","52201","N","20230218120027"
"943","110081828","1511","200876.49689801","558636.66500357","402","52201","N","20230130120010"
"944","110082413","1518","209561.55964549","544576.27237367","000010","52201","N","20230217120025"
"945","110082420","1527","209759.06429477","544935.47181323","000022","52201","N","20230217120025"
"946","110080420","1369","198637.38286303","551124.22607126","000363","52201","N","20230215120054"
"947","110081856","1418","201837.61602592","558434.28563159","419","52201","N","20230124120011"
"948","110083323","0","198892.57433061","542121.78427462","000088","52201","N","20230202120009"
"949","110084598","0","208416.25079671","555222.20387801","3-34","52201","N","20230207120026"
"950","110080675","0","197074.58755962","551224.36519485","000289","52201","N","20230126120003"
"951","110084535","0","201042.05416806","562384.51623636","220","52201","N","20230209120003"
"952","110084368","0","191714.04635009","554098.74522663","90","52201","N","20230111120005"
"953","110081919","0","203756.48982339","564213.53139818","93","52201","N","20230214120039"
"954","110084566","0","191299.57346220","550698.59647056","000112","52201","N","20230131120006"
"955","110084412","0","196508.92626651","547326.14676947","000141","52201","N","20230120120004"
"956","110083322","0","198993.51851257","540339.98050261","000087","52201","N","20230202120009"
"957","110084245","0","211536.31252448","551332.04540102","000020","52202","N","20230215120054"
"958","110080545","0","197985.30193082","550783.60700284","000369","52201","N","20221218120015"
"959","110084495","0","211615.54241891","551370.65685452","000048","52201","N","20230215120054"
"960","110083943","0","200632.71434327","554775.54248200","17","52201","N","20230107120004"
"961","110083186","0","188236.96970855","549293.68163676","052","52201","N","20230218120027"
"962","110083877","0","211659.96085196","550362.42665635","000001","52201","N","20230210120006"
"963","110083194","0","198632.66200887","553084.43111082","1-27","52201","N","20230209120003"
"964","110084453","0","183604.01169321","551979.35410940","45","52201","N","20230210120006"
"965","110080550","643","196750.91801303","550372.15658098","000375","52201","N","20230126120003"
"966","110080558","650","196523.47207186","552416.22927325","120","52201","N","20230216120041"
"967","110082433","1006","210800.57331268","548720.23403277","000032","52201","N","20230209120003"
"968","110080166","709","192460.84854180","553357.38844338","37","52201","N","20230215120054"
"969","110080789","1111","201038.74533830","552942.71822873","6-49","52201","N","20230125120009"
"970","110080797","1118","201659.13192137","553059.95293325","6-03","52201","N","20230110120029"
"971","110080805","1126","201815.88377318","552623.05385247","6-32","52201","N","20230210120006"
"972","110080823","1143","199276.78241309","551976.36928157","000041","52201","N","20230210120006"
"973","110082249","1152","193965.67564181","541268.88544777","000125","52201","N","20230204120010"
"974","110082337","1162","196221.51466941","543843.65692204","000083","52201","N","20230216120041"
"975","110082330","1169","193701.28316718","541823.77390900","000053","52201","N","20230219120021"
"976","110082033","1178","186633.65085915","545146.81749255","16","52201","N","20230106120005"
"977","110082042","1186","207142.93315876","555926.47403619","4-13","52201","N","20230218120027"
"978","110082446","1017","189477.43423242","549362.73761953","045","52201","N","20230216120041"
"979","110082454","1024","187138.72229386","546647.31905361","005","52201","N","20230106120005"
"980","110082464","1033","185920.17341687","547203.23956823","017","52201","N","20230106120005"
"981","110080872","1041","199591.12966607","551777.50955483","000090","52201","N","20230217120025"
"982","110080044","1049","191642.65822301","555032.05819886","63","52201","N","20230119120008"
"983","110080052","1056","193061.09553377","553525.43673791","42","52201","N","20230113120005"
"984","110080055","1059","193781.04744361","551448.74583480","19","52201","N","20230211120001"
"985","110080063","1067","194082.99656145","555059.20131456","60","52201","N","20230208120008"
"986","110080073","1075","190153.27593326","554220.17933975","75","52201","N","20230216120041"
"987","110080082","1082","194165.47245325","553150.32196967","12","52201","N","20230211120001"
"988","110080095","1090","191724.60676951","553070.63778262","47","52201","N","20230210120006"
"989","110080102","1097","192253.23847157","558379.51978029","7","52201","N","20230216120041"
"990","110082051","1195","207818.05605722","555647.36330019","4-6","52201","N","20230218120027"
"991","110082060","1203","205103.67508151","557902.04766331","4-7","52201","N","20230212120018"
"992","110082067","1210","206824.96833643","554778.17784204","4-3","52201","N","20230207120026"
"993","110082076","1218","207887.04937610","560482.42797899","1-12","52201","N","20230206120011"
"994","110080727","1225","196506.05128838","556016.90882077","5-25","52201","N","20230212120018"
"995","110082254","882","195151.35956689","542757.38269800","000130","52201","N","20230209120003"
"996","110081365","886","192290.26002987","545596.05147372","000036","52201","N","20230213120021"
"997","110082257","893","195411.67095089","543204.55552700","000103","52201","N","20230207120026"
"998","110081557","902","199056.46429324","554966.60277610","95","52201","N","20230214120039"
"999","110081924","909","203208.77558013","562920.57623651","115","52201","N","20230111120005"
"1000","110080626","917","198700.67444066","551043.43342346","000265","52201","N","20230204120010"
"1001","110080638","925","199208.94328073","552523.40120207","3-15","52201","N","20230106120005"
"1002","110080643","930","196747.07655051","550896.88264420","000250","52201","N","20230126120003"
"1003","110080654","938","198883.33442127","553632.66571644","3-35","52201","N","20230215120054"
"1004","110080667","946","196705.33155222","550987.76447193","000296","52201","N","20230126120003"
"1005","110080676","954","198691.21330813","550950.55248196","000297","52201","N","20230204120010"
"1006","110080684","962","199085.61441384","552485.28738570","3-12","52201","N","20230106120005"
"1007","110080691","969","200577.26566443","553417.39031172","4-49","52201","N","20230207120026"
"1008","110084887","0","188516.28536993","548975.45948660","012","52201","N","20230216120041"
"1009","110084888","0","186721.44329262","548920.35272271","48","52201","N","20230208120008"
"1010","110084892","0","191830.08622536","546789.06114686","000079","52201","N","20230113120005"
"1011","110084893","0","191829.92980518","546905.68812781","000080","52205","N","20230202120009"
"1012","110081758","1689","191877.05249109","551375.82004990","000057","52201","N","20230118120006"
"1013","110080883","1697","203109.53129679","553975.60829530","055","52201","N","20230204120010"
"1014","110080891","1705","201039.55668220","551191.84943976","000139","52201","N","20230218120027"
"1015","110081326","1712","203619.14331325","553056.50731330","048","52201","N","20230116120007"
"1016","110080906","1721","200574.51178326","552072.08052633","000145","52201","N","20230210120006"
"1017","110081329","1731","205206.16030752","552257.24136647","051","52201","N","20230217120025"
"1018","110081336","1738","204906.17133380","555588.85397559","015","52201","N","20230213120021"
"1019","110081610","1747","211637.63824660","549341.21233553","000083","52201","N","20230207120026"
"1020","110081621","1755","211469.10807192","549132.91754030","000008","52201","N","20230207120026"
"1021","110081024","1764","204155.91990241","551345.26018094","000129","52201","N","20230216120041"
"1022","110080222","1859","204563.09226025","544228.61511877","000027","52201","N","20230216120041"
"1023","110080230","1866","203343.40524549","543701.15967219","000035","52201","N","20230216120041"
"1024","110080240","1875","202163.94005980","546837.31826374","000011","52201","N","20230219120021"
"1025","110081434","1534","201197.88042379","556385.16924263","6","52201","N","20230218120027"
"1026","110081442","1542","200946.62933989","555499.92446995","13","52201","N","20230114120003"
"1027","110081449","1549","202637.96994669","556162.59951871","22","52201","N","20230210120006"
"1028","110081455","1557","204688.90640746","556187.35207255","28","52201","N","20230208120008"
"1029","110081462","1564","202773.33304479","554026.38872977","35","52201","N","20230208120008"
"1030","110081470","1572","199421.40573195","555160.30211770","55","52201","N","20230207120026"
"1031","110081477","1580","202131.91278122","553719.98583002","39","52201","N","20230207120026"
"1032","110080575","1589","199475.61197653","554546.67649426","4-37","52201","N","20230206120011"
"1033","110082402","1596","194161.50506761","543130.34261209","000110","52201","N","20230212120018"
"1034","110080586","1603","198544.57464128","553699.56539774","3-22","52201","N","20230215120054"
"1035","110081703","2402","194728.25985488","550525.76853562","000105","52201","N","20230208120008"
"1036","110081729","2403","193735.11405774","550044.21750312","000024","52201","N","20230113120005"
"1037","110081837","2404","201346.28319568","558053.81339389","408","52205","N","20230124120011"
"1038","110080194","2405","196487.47846454","552038.93248734","101","52201","N","20230218120027"
"1039","110080363","2406","185815.45183783","548440.38397334","21","52201","N","20230114120003"
"1040","110080374","2408","184534.70947861","549703.93723567","32","52201","N","20230210120006"
"1041","110080765","2410","202328.91582732","551661.72910661","000234","52201","N","20230123120013"
"1042","110080779","2411","200915.74373465","550281.77109943","2","52201","N","20230116120007"
"1043","110080819","2412","200383.80795111","551753.85746384","000050","52201","N","20230208120008"
"1044","110080849","2413","199444.15245154","551798.88528368","000075","52201","N","20230217120025"
"1045","110080873","2415","199438.75130500","551682.03357606","000091","52201","N","20230217120025"
"1046","110081123","2417","208482.25453614","551180.61614988","000092","52201","N","20230112120008"
"1047","110081833","2418","201267.76351954","558297.35081634","405","52201","N","20230213120021"
"1048","110081813","2424","200910.39850787","559739.24535444","214","52201","N","20230126120003"
"1049","110081932","2426","200988.00079940","559547.29330135","212","52201","N","20230126120003"
"1050","110082911","2427","200471.08840718","560766.36183501","209","52201","N","20230209120003"
"1051","110081189","2428","196022.90237706","548619.03003503","000039","52201","N","20230120120004"
"1052","110084597","0","203538.22263628","556433.84046184","215","52201","N","20230201120011"
"1053","110084462","0","200985.27165230","545932.79536249","000091","52201","N","20230216120041"
"1054","110081516","2273","203385.53134557","554739.78810245","148","52201","N","20230218120027"
"1055","110082678","2274","197070.35776323","548986.87831455","000009","52201","N","20230204120010"
"1056","110082679","2275","207384.44764865","556305.85629200","4-18","52201","N","20230218120027"
"1057","110081648","2276","212078.72860435","551101.45824432","000034","52201","N","20230215120054"
"1058","110081650","2277","211541.49377061","550292.63816366","000036","52201","N","20230204120010"
"1059","110081658","2281","212259.04664167","549701.76925982","000044","52201","N","20230121120027"
"1060","110082855","2283","190053.52118330","554199.42725905","79","52201","N","20230216120041"
"1061","110082860","2284","194485.55984597","544861.30582745","000338","52205","N","20230216120041"
"1062","110082873","2286","197682.79510796","542279.42304430","000399","52201","N","20230214120039"
"1063","110082902","2287","207344.04717811","563330.96969343","2-18","52201","N","20230112120008"
